id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-WCED-18011,历届世界杯,第18届2006德国,赛制概览,world_cup,5,2006年世界杯赛制怎样?,2006赛制,小组赛加淘汰赛结构，具体分组随届次扩军调整。,2006年赛制体现当届FIFA竞赛规程。,fact,"2006,赛制,小组,淘汰","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18012,历届世界杯,第18届2006德国,三四名赛,world_cup,5,2006年有季军战吗?,2006三四名,有三四名决赛，德国获季军。,三四名赛为当届固定场次。,fact,"2006,季军战,三四名,决赛","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18013,历届世界杯,第18届2006德国,总场次,world_cup,5,2006年共踢多少场?,2006场次,共64场比赛左右（含三四名）。,场次随参赛队数增加而增多。,fact,"2006,场次,比赛,总数","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18014,历届世界杯,第18届2006德国,总进球,world_cup,5,2006年一共进了多少球?,2006总进球,当届共打入147球。,场均进球反映当届进攻风格。,fact,"2006,147球,进球,总进球","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18015,历届世界杯,第18届2006德国,决赛比分,world_cup,5,2006年决赛比分多少?,2006决赛比分,常规时间1比1，意大利点球5比3胜法国。,决赛比分载入官方档案。,fact,"2006,决赛,点球,法国","历届,2006,德国",tournament:2006年德国世界杯|team:意大利|team:法国,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18016,历届世界杯,第18届2006德国,决赛日期,world_cup,5,2006年决赛哪天?,2006决赛日期,2006年7月9日,意大利夺冠日载入官方档案。,fact,"2006,决赛,日期","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18017,历届世界杯,第18届2006德国,射手王,world_cup,5,2006年世界杯金靴是谁?,2006最佳射手,米洛斯拉夫·克洛泽5球为当届最佳射手。,金靴为当届进球最多球员（含并列规则）。,fact,"2006,金靴,克洛泽,5球","历届,2006,德国",tournament:2006年德国世界杯|team:德国|player:克洛泽,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18018,历届世界杯,第18届2006德国,后续届次,world_cup,5,2006后下一届在哪?,2010下一届,2010年下一届世界杯在南非举办。,四年周期自2006年起延续。,timeline,"2006,2010,下一届,南非","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18019,历届世界杯,第18届2006德国,官方名称,world_cup,5,2006年官方叫什么?,2006官方名称,英文官方名称为2006 FIFA World Cup。,中文常称第18届世界杯。,definition,"2006,官方名称,World Cup,第18届","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18020,历届世界杯,第18届2006德国,预选赛,world_cup,5,2006年有预选赛吗?,2006预选赛,当届有预选赛，决赛圈名额经各洲预选产生。,预选赛决定参赛队名单。,fact,"2006,预选赛,名额,各洲","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18021,历届世界杯,第18届2006德国,闭幕庆祝,world_cup,5,2006年如何庆祝闭幕?,2006闭幕庆祝,意大利全国庆祝第四座世界杯。,冠军城市举行游行与纪念活动。,fact,"2006,庆祝,夺冠,意大利","历届,2006,德国",tournament:2006年德国世界杯|team:意大利,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18022,历届世界杯,第18届2006德国,文化影响,world_cup,5,2006年世界杯文化影响?,2006文化,2006年德国世界杯深刻影响主办国足球文化。,当届球星与经典瞬间进入流行文化。,fact,"2006,文化,影响,德国","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18023,历届世界杯,第18届2006德国,技术报告,world_cup,5,2006年官方档案在哪查?,2006档案,FIFA官方历史与当届技术报告为权威数据口径。,研究当届数据应优先引用官方报告。,fact,"2006,FIFA,档案,技术报告","历届,2006,德国",tournament:2006年德国世界杯,,专业,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18024,历届世界杯,第18届2006德国,数据概览,world_cup,5,2006年世界杯数据概览?,2006数据概览,2006年；冠军意大利；最佳射手克洛泽5球。,决赛点球胜法国，主办法德国。,list,"2006,数据,概览,冠军","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18025,历届世界杯,第18届2006德国,历史意义,world_cup,5,2006年世界杯历史意义?,2006历史意义,2006年德国世界杯在世界杯史上具有独特地位。,当届战术、球星与争议常成为后世研究案例。,timeline,"2006,历史意义,德国,世界杯","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18026,历届世界杯,第18届2006德国,知识索引,world_cup,5,2006年世界杯要点速览?,2006速览,第18届、意大利冠军、克洛泽金靴、决赛点球胜法国。,主办法德国、决赛柏林奥林匹克体育场为速记要点。,list,"2006,速览,要点,意大利","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18027,历届世界杯,第18届2006德国,统一德国主办,world_cup,5,2006为何是统一德国首次主办?,2006统一德国,2006为两德统一后德国首次主办世界杯。,赛事组织与球迷文化展现现代德国形象。,fact,"2006,统一,德国,主办","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18028,历届世界杯,第18届2006德国,意大利第四冠,world_cup,5,2006意大利第几冠?,2006意大利第四冠,意大利点球胜法国夺第四座世界杯。,卡纳瓦罗领衔防线被誉为当届最佳。,fact,"2006,意大利,第四冠,法国","历届,2006,德国",tournament:2006年德国世界杯|team:意大利,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18029,历届世界杯,第18届2006德国,齐达内头槌,world_cup,5,2006决赛齐达内怎么了?,2006齐达内头槌,齐达内决赛加时顶撞马特拉齐被红牌罚下。,成为当届最具争议瞬间之一。,fact,"2006,齐达内,头槌,红牌","历届,2006,德国",tournament:2006年德国世界杯|team:法国|player:齐达内,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18030,历届世界杯,第18届2006德国,点球决赛,world_cup,5,2006决赛为何踢点球?,2006点球决赛,常规时间1比1，意大利点球5比3夺冠。,特雷泽盖最后一罚中柱出局。,fact,"2006,点球,决赛,意大利","历届,2006,德国",tournament:2006年德国世界杯|team:意大利|team:法国,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18031,历届世界杯,第18届2006德国,德国青年军,world_cup,5,2006德国主队成绩?,2006德国青年军,东道主德国获季军，克洛泽5球夺金靴。,克林斯曼率队展现青春风暴。,fact,"2006,德国,季军,东道主","历届,2006,德国",tournament:2006年德国世界杯|team:德国,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18032,历届世界杯,第18届2006德国,巴西出局,world_cup,5,2006巴西为何早早出局?,2006巴西出局,巴西八强0比1负法国，罗纳尔多谢幕。,当届夺冠热门未能进入四强。,fact,"2006,巴西,法国,八强","历届,2006,德国",tournament:2006年德国世界杯|team:巴西|team:法国,,进阶,2006,2006,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18033,历届世界杯,第18届2006德国,阿根廷点球憾负,world_cup,5,2006阿根廷为何出局?,2006阿根廷点球,阿根廷八强点球负德国。,莱曼扑出两记点球助德国晋级。,fact,"2006,阿根廷,德国,点球","历届,2006,德国",tournament:2006年德国世界杯|team:阿根廷|team:德国,,进阶,2006,2006,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18034,历届世界杯,第18届2006德国,英格兰点球,world_cup,5,2006英格兰为何出局?,2006英格兰点球,英格兰八强点球负葡萄牙。,贝克汉姆泪洒赛场成经典画面。,fact,"2006,英格兰,葡萄牙,点球","历届,2006,德国",tournament:2006年德国世界杯|team:英格兰|team:葡萄牙,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18035,历届世界杯,第18届2006德国,金球齐达内,world_cup,5,2006年世界杯金球?,2006金球,齐达内获当届金球奖，决赛染红仍受瞩目。,职业生涯以争议方式谢幕。,fact,"2006,齐达内,金球,法国","历届,2006,德国",tournament:2006年德国世界杯|team:法国|player:齐达内,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18036,历届世界杯,第18届2006德国,吉祥物,world_cup,5,2006世界杯吉祥物?,2006吉祥物,官方吉祥物为狮子 Goleo VI 与足球伙伴 Pille。,体现德国主办特色与童趣营销。,fact,"2006,吉祥物,Goleo,Pille","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18037,历届世界杯,第18届2006德国,比赛用球,world_cup,5,2006年比赛用什么球?,2006用球,阿迪达斯 Teamgeist 为当届官方比赛用球。,面板减少设计引发轨迹讨论。,fact,"2006,Teamgeist,用球,阿迪达斯","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18038,历届世界杯,第18届2006德国,开幕战,world_cup,5,2006揭幕战结果?,2006揭幕战,东道主德国4比2胜哥斯达黎加开幕。,拉姆远射与克洛泽进球点燃主场。,fact,"2006,揭幕战,德国,哥斯达黎加","历届,2006,德国",tournament:2006年德国世界杯|team:德国,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18039,历届世界杯,第18届2006德国,意大利防守,world_cup,5,2006意大利为何能夺冠?,2006意大利防守,意大利整届仅失2球，点球大战心理过硬。,里皮战术纪律与布冯发挥关键。,fact,"2006,意大利,防守,里皮","历届,2006,德国",tournament:2006年德国世界杯|team:意大利,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18040,历届世界杯,第18届2006德国,葡萄牙四强,world_cup,5,2006葡萄牙成绩?,2006葡萄牙,葡萄牙获第四名，C罗当届崭露头角。,半决赛负法国，三四名负德国。,fact,"2006,葡萄牙,四强,C罗","历届,2006,德国",tournament:2006年德国世界杯|team:葡萄牙,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18041,历届世界杯,第18届2006德国,乌克兰参赛,world_cup,5,2006乌克兰首次参赛?,2006乌克兰,乌克兰首次晋级世界杯决赛圈。,舍甫琴科领衔东欧新军亮相。,fact,"2006,乌克兰,首次,舍甫琴科","历届,2006,德国",tournament:2006年德国世界杯|team:乌克兰,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18042,历届世界杯,第18届2006德国,非洲球队,world_cup,5,2006非洲球队表现?,2006非洲,加纳进入十六强，安哥拉、多哥等首次参赛。,非洲足球整体竞争力提升。,fact,"2006,非洲,加纳,十六强","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,非洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18043,历届世界杯,第18届2006德国,亚洲球队,world_cup,5,2006亚洲球队表现?,2006亚洲,澳大利亚改籍亚足联后首次以亚洲身份参赛。,日韩继续参赛，整体仍求突破。,fact,"2006,亚洲,澳大利亚,日韩","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,亚洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18044,历届世界杯,第18届2006德国,转播,world_cup,5,2006年如何观赛?,2006转播,2006年电视与网络转播覆盖进一步扩大。,全球观众通过多平台观看决赛圈。,fact,"2006,电视,转播,观赛","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18045,历届世界杯,第18届2006德国,比赛场馆,world_cup,5,2006年用了几座球场?,2006球场,12座城市多座球场承办当届比赛。,决赛在柏林奥林匹克体育场举行。,fact,"2006,球场,场馆,12城","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18046,历届世界杯,第18届2006德国,大力神杯,world_cup,5,2006年冠军奖杯?,2006奖杯,1974年起冠军捧大力神杯。,2006年意大利第四次举起大力神杯。,fact,"2006,大力神杯,奖杯,冠军","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18047,历届世界杯,第18届2006德国,东道主,world_cup,5,2006年东道主是谁?,2006东道主,德国为当届东道主。,东道主自动获得决赛圈名额。,fact,"2006,东道主,德国,主办","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18048,历届世界杯,第18届2006德国,意大利教练,world_cup,5,2006年意大利主教练?,2006意大利教练,马尔切洛·里皮率意大利夺冠。,夺冠教练姓名载入当届技术报告。,fact,"2006,里皮,教练,意大利","历届,2006,德国",tournament:2006年德国世界杯|team:意大利,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18049,历届世界杯,第18届2006德国,意大利队长,world_cup,5,2006年意大利队长?,2006意大利队长,法比奥·卡纳瓦罗决赛捧杯领衔。,队长与布冯构成钢铁防线核心。,fact,"2006,卡纳瓦罗,队长,意大利","历届,2006,德国",tournament:2006年德国世界杯|team:意大利|player:卡纳瓦罗,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18050,历届世界杯,第18届2006德国,法国教练,world_cup,5,2006年法国主教练?,2006法国教练,雷蒙德·多梅内克率法国获亚军。,决赛点球憾负意大利。,fact,"2006,多梅内克,法国,教练","历届,2006,德国",tournament:2006年德国世界杯|team:法国,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18051,历届世界杯,第18届2006德国,德国教练,world_cup,5,2006年德国主教练?,2006德国教练,尤尔根·克林斯曼率德国获季军。,东道主青春阵容赢得赞誉。,fact,"2006,克林斯曼,德国,教练","历届,2006,德国",tournament:2006年德国世界杯|team:德国,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18052,历届世界杯,第18届2006德国,半决赛意大利,world_cup,5,2006意大利半决赛?,2006意大利半决赛,意大利加时2比0胜德国晋级决赛。,格罗索与德尔·皮耶罗加时破门。,fact,"2006,意大利,德国,半决赛","历届,2006,德国",tournament:2006年德国世界杯|team:意大利|team:德国,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18053,历届世界杯,第18届2006德国,半决赛法国,world_cup,5,2006法国半决赛?,2006法国半决赛,法国1比0胜葡萄牙，齐达内点球制胜。,法国第二次晋级决赛。,fact,"2006,法国,葡萄牙,半决赛","历届,2006,德国",tournament:2006年德国世界杯|team:法国|team:葡萄牙,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18054,历届世界杯,第18届2006德国,八强,world_cup,5,2006年八强有哪些队?,2006八强,八强为巴西、法国、葡萄牙、英格兰、意大利、乌克兰、德国、阿根廷。,2006年八强战为夺冠热门对决阶段。,fact,"2006,八强,淘汰,热门","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18055,历届世界杯,第18届2006德国,小组头名,world_cup,5,2006年小组头名如何产生?,2006小组,各组头名由小组赛积分与净胜球决定。,2006年小组赛为淘汰赛晋级基础。,fact,"2006,小组,头名,积分","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18056,历届世界杯,第18届2006德国,换人规则,world_cup,5,2006年换人规则?,2006换人,当届每场最多3次换人（不含加时额外名额规则以规程为准）。,2006年规则环境与现代五换人不同。,fact,"2006,换人,规则,名额","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18057,历届世界杯,第18届2006德国,红黄牌,world_cup,5,2006年红黄牌制度?,2006红黄牌,红黄牌制度按当时IFAB与FIFA竞赛规程执行。,2006年执法尺度影响比赛流畅度。,fact,"2006,红黄牌,裁判,规则","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18058,历届世界杯,第18届2006德国,与上届对比,world_cup,5,2006年与2002年对比?,2006对比2002,2006年与2002年在冠军归属、主办洲上均有变化。,欧洲主办、意大利夺冠为当届标志。,comparison,"2006,对比,2002,变化","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18059,历届世界杯,第18届2006德国,难忘瞬间,world_cup,5,2006年为何难忘?,2006难忘,齐达内头槌、意大利点球夺冠与德国青春风暴成集体记忆。,2006年经典瞬间常被后世反复讨论。,timeline,"2006,难忘,经典,瞬间","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18060,历届世界杯,第18届2006德国,皮耶罗格罗索,world_cup,5,2006格罗索为何出名?,2006格罗索,格罗索半决赛与决赛关键进球助意大利夺冠。,「伟大的左后卫」口号流传甚广。,fact,"2006,格罗索,意大利,左后卫","历届,2006,德国",tournament:2006年德国世界杯|team:意大利|player:格罗索,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18061,历届世界杯,第18届2006德国,布冯表现,world_cup,5,2006布冯表现如何?,2006布冯,布冯整届发挥稳健，决赛圈仅失极少进球。,与卡纳瓦罗共同构筑意大利防线。,fact,"2006,布冯,门将,意大利","历届,2006,德国",tournament:2006年德国世界杯|team:意大利|player:布冯,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18062,历届世界杯,第18届2006德国,罗纳尔多谢幕,world_cup,5,2006罗纳尔多世界杯谢幕?,2006罗纳尔多,罗纳尔多当届仍攻入3球，巴西八强出局后告别世界杯。,世界杯总进球纪录保持者身份载入史册。,fact,"2006,罗纳尔多,谢幕,进球","历届,2006,德国",tournament:2006年德国世界杯|team:巴西|player:罗纳尔多,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18063,历届世界杯,第18届2006德国,塞黑最后一届,world_cup,5,2006塞黑联合参赛意义?,2006塞黑,塞尔维亚和黑山以联合名义最后一次参加世界杯。,此后两国足球各自独立发展。,timeline,"2006,塞尔维亚,黑山,联合","历届,2006,德国",tournament:2006年德国世界杯,,专业,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18064,历届世界杯,第18届2006德国,最佳新人,world_cup,5,2006世界杯最佳年轻球员?,2006最佳新人,卢卡斯·波多尔斯基获最佳年轻球员奖。,代表德国新生代球员崛起。,fact,"2006,波多尔斯基,新人,德国","历届,2006,德国",tournament:2006年德国世界杯|team:德国|player:波多尔斯基,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18065,历届世界杯,第18届2006德国,最佳门将,world_cup,5,2006世界杯最佳门将?,2006最佳门将,詹路易吉·布冯获最佳门将奖（雅辛奖口径以官方为准）。,意大利夺冠离不开门将发挥。,fact,"2006,布冯,门将,雅辛","历届,2006,德国",tournament:2006年德国世界杯|team:意大利|player:布冯,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18066,历届世界杯,第18届2006德国,首球,world_cup,5,2006年世界杯首球谁进?,2006首球,揭幕战由德国队攻入当届首球（拉姆远射）。,2006年首球开启当届进球纪录。,fact,"2006,首球,开幕,拉姆","历届,2006,德国",tournament:2006年德国世界杯|team:德国,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18067,历届世界杯,第18届2006德国,1/4决赛,world_cup,5,2006年四分之一决赛亮点?,20061/4,四分之一决赛多场点球大战成为当届标签。,2006年1/4决赛为当届关键节点。,fact,"2006,1/4,四分之一,点球","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18068,历届世界杯,第18届2006德国,半决赛,world_cup,5,2006年半决赛对阵?,2006半决赛,意大利对德国、法国对葡萄牙。,2006年半决赛常产生经典比赛。,fact,"2006,半决赛,对阵,经典","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18069,历届世界杯,第18届2006德国,最高比分,world_cup,5,2006年最大比分差?,2006大比分,当届大比分场次可在技术报告中查阅。,2006年小组赛偶有高进球比赛。,fact,"2006,大比分,进球,纪录","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18070,历届世界杯,第18届2006德国,意大利表现,world_cup,5,2006年意大利成绩?,2006意大利表现,意大利点球胜法国夺第四冠。,2006年意大利防守足球典范。,fact,"2006,意大利,成绩,第四冠","历届,2006,德国",tournament:2006年德国世界杯|team:意大利,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18071,历届世界杯,第18届2006德国,法国表现,world_cup,5,2006年法国成绩?,2006法国表现,法国获亚军，齐达内决赛染红。,2006年法国依靠经验球员走至决赛。,fact,"2006,法国,成绩,亚军","历届,2006,德国",tournament:2006年德国世界杯|team:法国,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18072,历届世界杯,第18届2006德国,德国表现,world_cup,5,2006年德国成绩?,2006德国表现,德国东道主获季军，克洛泽5球。,2006年德国青春风暴赢得尊重。,fact,"2006,德国,成绩,季军","历届,2006,德国",tournament:2006年德国世界杯|team:德国,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18073,历届世界杯,第18届2006德国,巴西表现,world_cup,5,2006年巴西成绩?,2006巴西表现,巴西八强负法国，未能卫冕。,2006年巴西进攻群星光仍足。,fact,"2006,巴西,成绩,八强","历届,2006,德国",tournament:2006年德国世界杯|team:巴西,,入门,2006,2006,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18074,历届世界杯,第18届2006德国,阿根廷表现,world_cup,5,2006年阿根廷成绩?,2006阿根廷表现,阿根廷八强点球负德国。,2006年阿根廷拥有里克尔梅等核心。,fact,"2006,阿根廷,成绩,八强","历届,2006,德国",tournament:2006年德国世界杯|team:阿根廷,,入门,2006,2006,南美,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18075,历届世界杯,第18届2006德国,英格兰表现,world_cup,5,2006年英格兰成绩?,2006英格兰表现,英格兰八强点球负葡萄牙。,2006年英格兰延续点球魔咒话题。,fact,"2006,英格兰,成绩,八强","历届,2006,德国",tournament:2006年德国世界杯|team:英格兰,,入门,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18076,历届世界杯,第18届2006德国,荷兰表现,world_cup,5,2006年荷兰成绩?,2006荷兰表现,荷兰未能小组出线。,2006年荷兰「全攻全守」未能兑现。,fact,"2006,荷兰,小组,出局","历届,2006,德国",tournament:2006年德国世界杯|team:荷兰,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18077,历届世界杯,第18届2006德国,西班牙表现,world_cup,5,2006年西班牙成绩?,2006西班牙表现,西班牙十六强负法国。,2006年西班牙仍处于黄金一代前期。,fact,"2006,西班牙,法国,十六强","历届,2006,德国",tournament:2006年德国世界杯|team:西班牙,,进阶,2006,2006,欧洲,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18078,历届世界杯,第18届2006德国,决赛观众,world_cup,5,2006决赛观众规模?,2006决赛观众,决赛球场入场人数以官方统计为准。,2006决赛观众创造当届观赛高峰。,fact,"2006,观众,决赛,入场","历届,2006,德国",tournament:2006年德国世界杯,,进阶,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
WC-WCED-18079,历届世界杯,第18届2006德国,主题曲,world_cup,5,2006世界杯有主题曲吗?,2006主题曲,当届官方歌曲与表演活动见FIFA文化档案。,2006年赛场音乐与球迷文化结合紧密。,fact,"2006,主题曲,歌曲,文化","历届,2006,德国",tournament:2006年德国世界杯,,入门,2006,2006,全球,zh-CN,history,official,historical_record,FIFA {era} World Cup official report / historical records,,2026-06-03
