id,category_l1,category_l2,category_l3,scope,priority,question,question_aliases,answer_short,answer_detail,answer_format,keywords,tags,entities,related_ids,difficulty,era_start,era_end,region,language,fact_type,confidence,source_type,source_ref,content_flags,updated_at
WC-RECD-00605,纪录与统计,女足纪录,女足首个,both,4,世界杯首届女足世界杯?,女足首个,1991年中国首届女足世界杯,1991年中国首届女足世界杯。,fact,"女足首个,女足纪录,纪录,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00606,纪录与统计,女足纪录,女足中国,both,4,世界杯中国女足成绩?,女足中国,中国女足1999年亚军,中国女足1999年亚军。,fact,"女足中国,女足纪录,纪录,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00607,纪录与统计,女足纪录,女足德国,both,4,世界杯德国女足纪录?,女足德国,德国女足两冠,德国女足两冠。,fact,"女足德国,女足纪录,纪录,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00608,纪录与统计,女足纪录,女足日本,both,4,世界杯日本女足夺冠?,女足日本,日本2011年女足夺冠,日本2011年女足夺冠。,fact,"女足日本,女足纪录,纪录,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00609,纪录与统计,女足纪录,女足英格兰,both,4,世界杯英格兰女足2023?,女足英格兰,英格兰2023年首冠,英格兰2023年首冠。,fact,"女足英格兰,女足纪录,纪录,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00610,纪录与统计,女足纪录,女足西班牙,both,4,世界杯西班牙女足2023?,女足西班牙,西班牙2023年夺冠,西班牙2023年夺冠。,fact,"女足西班牙,女足纪录,纪录,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00611,纪录与统计,女足纪录,女足纪录601,both,4,美国女足世界杯几冠?,美国女足,美国女足世界杯共4次夺冠。,女足世界杯1991年起。,fact,"美国,女足,4冠,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00612,纪录与统计,女足纪录,女足纪录602,both,4,德国女足世界杯几冠?,德国女足,德国女足世界杯共2次夺冠。,女足世界杯1991年起。,fact,"德国,女足,2冠,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00613,纪录与统计,女足纪录,女足纪录603,both,4,挪威女足世界杯几冠?,挪威女足,挪威女足世界杯共1次夺冠。,女足世界杯1991年起。,fact,"挪威,女足,1冠,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00614,纪录与统计,女足纪录,女足纪录604,both,4,日本女足世界杯几冠?,日本女足,日本女足世界杯共1次夺冠。,女足世界杯1991年起。,fact,"日本,女足,1冠,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00615,纪录与统计,女足纪录,女足纪录605,both,4,英格兰女足世界杯几冠?,英格兰女足,英格兰女足世界杯共1次夺冠。,女足世界杯1991年起。,fact,"英格兰,女足,1冠,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00616,纪录与统计,女足纪录,女足纪录606,both,4,西班牙女足世界杯几冠?,西班牙女足,西班牙女足世界杯共1次夺冠。,女足世界杯1991年起。,fact,"西班牙,女足,1冠,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00617,纪录与统计,女足纪录,女足纪录607,both,4,1995年挪威女足冠军?,1995挪威,1995年挪威女足世界杯夺冠。,第二届女足世界杯。,fact,"1995,挪威,女足,冠军","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00618,纪录与统计,女足纪录,女足纪录608,both,4,2003年德国女足主场?,2003德国,2003年德国女足世界杯德国夺冠。,贝格林主场。,fact,"2003,德国,女足,冠军","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00619,纪录与统计,女足纪录,女足纪录609,both,4,2007年德国女足卫冕?,2007德国,2007年德国女足卫冕世界杯冠军。,连续两届夺冠。,fact,"2007,德国,女足,卫冕","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00620,纪录与统计,女足纪录,女足纪录610,both,4,2015年美国女足?,2015美国,2015年加拿大世界杯美国女足夺冠。,拉皮诺埃领衔。,fact,"2015,美国,女足,加拿大","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00621,纪录与统计,女足纪录,女足纪录611,both,4,2019年美国女足卫冕?,2019美国,2019年法国世界杯美国女足卫冕。,摩根、拉皮诺埃为核心。,fact,"2019,美国,女足,卫冕","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00622,纪录与统计,女足纪录,女足纪录612,both,4,2023年西班牙女足首冠?,2023西班牙,2023年西班牙女足首次夺冠，1比0胜英格兰。,奥尔加·卡莫纳绝杀。,fact,"2023,西班牙,女足,首冠","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00623,纪录与统计,女足纪录,女足纪录613,both,4,2011年日本女足夺冠?,2011日本,2011年日本女足世界杯点球胜美国夺冠。,东日本大地震后激励全国。,fact,"2011,日本,女足,夺冠","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00624,纪录与统计,女足纪录,女足纪录614,both,4,1999年美国女足主场?,1999美国,1999年美国女足世界杯美国夺冠，玫瑰碗决赛。,点球胜中国。,fact,"1999,美国,女足,主场","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00625,纪录与统计,女足纪录,女足纪录615,both,4,玛塔女足世界杯进球?,玛塔进球,巴西玛塔为女足世界杯历史进球领先者之一。,五届女足世界杯参赛。,fact,"玛塔,进球,巴西,女足","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00626,纪录与统计,女足纪录,女足纪录616,both,4,中国女足1999亚军?,1999中国,1999年中国女足美国世界杯获亚军。,点球负美国。,fact,"1999,中国,女足,亚军","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00627,纪录与统计,女足纪录,女足纪录617,both,4,2023女足世界杯上座?,2023上座,2023年女足世界杯决赛悉尼近9万观众创纪录。,澳新联合主办。,fact,"2023,上座,女足,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00628,纪录与统计,女足纪录,女足纪录618,both,4,女足世界杯32队?,女足32队,2023年女足世界杯首次32队参赛。,与男足2026扩军呼应。,fact,"2023,32队,女足,扩军","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00629,纪录与统计,女足纪录,女足纪录619,both,4,2027巴西女足世界杯?,2027巴西,2027年女足世界杯由巴西主办。,南美首次单独主办。,fact,"2027,巴西,女足,主办","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00630,纪录与统计,女足纪录,女足纪录620,both,4,英格兰2023女足亚军?,2023英格兰,2023年英格兰女足获世界杯亚军。,索斯盖特式女足由威格曼执教。,fact,"2023,英格兰,女足,亚军","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00631,纪录与统计,女足纪录,女足纪录621,both,4,德国女足两连冠?,德国女足,德国2003、2007连续两届女足世界杯夺冠。,普林茨为核心。,fact,"德国,女足,两连冠,2007","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00632,纪录与统计,女足纪录,女足纪录622,both,4,挪威1995女足冠军?,挪威女足,挪威1995年女足世界杯夺冠。,第二届女足世界杯。,fact,"挪威,1995,女足,冠军","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00633,纪录与统计,女足纪录,女足纪录623,both,4,日本2011女足奇迹?,日本2011,2011年日本女足世界杯夺冠。,地震后全国激励。,fact,"日本,2011,女足,奇迹","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00634,纪录与统计,女足纪录,女足纪录624,both,4,美国女足四冠?,美国四冠,美国女足世界杯共4次夺冠，历史最多。,1991、1999、2015、2019。,fact,"美国,四冠,女足,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00635,纪录与统计,女足纪录,女足纪录625,both,4,2023女足金靴?,2023金靴,2023年女足世界杯金靴见FIFA官方统计。,西班牙夺冠一届。,fact,"2023,金靴,女足,西班牙","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00636,纪录与统计,女足纪录,女足纪录626,both,4,2023女足最佳球员?,2023最佳,2023年女足世界杯最佳球员为西班牙阿itana。,该届西班牙首冠。,fact,"2023,最佳球员,女足,西班牙","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00637,纪录与统计,女足纪录,女足纪录627,both,4,中国女足世界杯历史?,中国女足,中国女足1991首届参赛，1999年美国获亚军。,2023年小组赛出局。,fact,"中国,女足,1999,亚军","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00638,纪录与统计,女足纪录,女足纪录628,both,4,1991年女足世界杯冠军是谁?,1991女足冠军,1991年女足世界杯冠军见FIFA官方纪录。,美国4冠、德国2冠为历史领先。,fact,"1991,女足,冠军,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00639,纪录与统计,女足纪录,女足纪录629,both,4,1991年女足世界杯进球纪录?,1991女足进球,1991年女足世界杯金靴与总进球见官方统计。,玛塔等为历史射手领先者。,fact,"1991,女足,进球,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00640,纪录与统计,女足纪录,女足纪录630,both,4,1995年女足世界杯冠军是谁?,1995女足冠军,1995年女足世界杯冠军见FIFA官方纪录。,美国4冠、德国2冠为历史领先。,fact,"1995,女足,冠军,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00641,纪录与统计,女足纪录,女足纪录631,both,4,1995年女足世界杯进球纪录?,1995女足进球,1995年女足世界杯金靴与总进球见官方统计。,玛塔等为历史射手领先者。,fact,"1995,女足,进球,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00642,纪录与统计,女足纪录,女足纪录632,both,4,1999年女足世界杯冠军是谁?,1999女足冠军,1999年女足世界杯冠军见FIFA官方纪录。,美国4冠、德国2冠为历史领先。,fact,"1999,女足,冠军,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00643,纪录与统计,女足纪录,女足纪录633,both,4,1999年女足世界杯进球纪录?,1999女足进球,1999年女足世界杯金靴与总进球见官方统计。,玛塔等为历史射手领先者。,fact,"1999,女足,进球,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00644,纪录与统计,女足纪录,女足纪录634,both,4,2003年女足世界杯冠军是谁?,2003女足冠军,2003年女足世界杯冠军见FIFA官方纪录。,美国4冠、德国2冠为历史领先。,fact,"2003,女足,冠军,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00645,纪录与统计,女足纪录,女足纪录635,both,4,2003年女足世界杯进球纪录?,2003女足进球,2003年女足世界杯金靴与总进球见官方统计。,玛塔等为历史射手领先者。,fact,"2003,女足,进球,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00646,纪录与统计,女足纪录,女足纪录636,both,4,2007年女足世界杯冠军是谁?,2007女足冠军,2007年女足世界杯冠军见FIFA官方纪录。,美国4冠、德国2冠为历史领先。,fact,"2007,女足,冠军,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00647,纪录与统计,女足纪录,女足纪录637,both,4,2007年女足世界杯进球纪录?,2007女足进球,2007年女足世界杯金靴与总进球见官方统计。,玛塔等为历史射手领先者。,fact,"2007,女足,进球,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00648,纪录与统计,女足纪录,女足纪录638,both,4,2011年女足世界杯冠军是谁?,2011女足冠军,2011年女足世界杯冠军见FIFA官方纪录。,美国4冠、德国2冠为历史领先。,fact,"2011,女足,冠军,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00649,纪录与统计,女足纪录,女足纪录639,both,4,2011年女足世界杯进球纪录?,2011女足进球,2011年女足世界杯金靴与总进球见官方统计。,玛塔等为历史射手领先者。,fact,"2011,女足,进球,纪录","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00650,纪录与统计,女足纪录,女足纪录640,both,4,2015年女足世界杯冠军是谁?,2015女足冠军,2015年女足世界杯冠军见FIFA官方纪录。,美国4冠、德国2冠为历史领先。,fact,"2015,女足,冠军,世界杯","纪录,女足纪录,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00651,纪录与统计,趣味统计,乌龙球,both,4,世界杯世界杯乌龙球?,乌龙球,乌龙球计入对方得分,乌龙球计入对方得分。,fact,"乌龙球,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00652,纪录与统计,趣味统计,帽子戏法,both,4,世界杯世界杯帽子戏法?,帽子戏法,单场三球称帽子戏法,单场三球称帽子戏法。,fact,"帽子戏法,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00653,纪录与统计,趣味统计,最快进球,both,4,世界杯最快进球纪录?,最快进球,世界杯历史最快进球,世界杯历史最快进球。,fact,"最快进球,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00654,纪录与统计,趣味统计,最远进球,both,4,世界杯最远进球距离?,最远进球,中场吊射等远射进球,中场吊射等远射进球。,fact,"最远进球,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00655,纪录与统计,趣味统计,替补进球,both,4,世界杯替补进球统计?,替补进球,替补球员常扮演奇兵,替补球员常扮演奇兵。,fact,"替补进球,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00656,纪录与统计,趣味统计,点球比例,both,4,世界杯点球进球比例?,点球比例,点球是重要得分方式,点球是重要得分方式。,fact,"点球比例,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00657,纪录与统计,趣味统计,头球进球,both,4,世界杯头球进球统计?,头球进球,定位球头球威胁大,定位球头球威胁大。,fact,"头球进球,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00658,纪录与统计,趣味统计,零封比例,both,4,世界杯零封比赛比例?,零封比例,约三成比赛一方零封,约三成比赛一方零封。,fact,"零封比例,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00659,纪录与统计,趣味统计,加时进球,both,4,世界杯加时赛进球?,加时进球,淘汰赛加时常见,淘汰赛加时常见。,fact,"加时进球,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00660,纪录与统计,趣味统计,伤停补时,both,4,世界杯补时进球?,伤停补时,补时阶段进球改变结果,补时阶段进球改变结果。,fact,"伤停补时,趣味统计,纪录,世界杯","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,record,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00661,纪录与统计,趣味统计,趣味统计651,both,4,世界杯最快进球?,最快进球,世界杯最快进球纪录约11秒，2002年土耳其对韩国。,开场闪击改变比赛节奏。,fact,"最快进球,11秒,2002,土耳其","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00662,纪录与统计,趣味统计,趣味统计652,both,4,世界杯最远进球?,最远进球,中场或超远距离进球在世界杯偶有出现，2010年南非有经典远射。,远射是世界杯亮点。,fact,"远射,进球,世界杯,经典","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00663,纪录与统计,趣味统计,趣味统计653,both,4,世界杯乌龙球?,乌龙球,世界杯乌龙球虽少见但常成转折点，2018年摩洛哥对伊朗出现。,乌龙计入对方射手。,fact,"乌龙球,世界杯,统计,罕见","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00664,纪录与统计,趣味统计,趣味统计654,both,4,1930年世界杯趣味数据?,1930趣味,1930年70球、13队，存在趣味统计如最快进球等。,乌拉圭夺冠。,fact,"1930,趣味,统计,乌拉圭","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00665,纪录与统计,趣味统计,趣味统计655,both,4,1930年世界杯冷门赛果?,1930冷门,1930年乌拉圭主办，该届存在冷门场次见官方统计。,冠军乌拉圭。,fact,"1930,冷门,赛果,乌拉圭","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00666,纪录与统计,趣味统计,趣味统计656,both,4,1934年世界杯趣味数据?,1934趣味,1934年70球、16队，存在趣味统计如最快进球等。,意大利夺冠。,fact,"1934,趣味,统计,意大利","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00667,纪录与统计,趣味统计,趣味统计657,both,4,1934年世界杯冷门赛果?,1934冷门,1934年意大利主办，该届存在冷门场次见官方统计。,冠军意大利。,fact,"1934,冷门,赛果,意大利","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00668,纪录与统计,趣味统计,趣味统计658,both,4,1938年世界杯趣味数据?,1938趣味,1938年84球、15队，存在趣味统计如最快进球等。,意大利夺冠。,fact,"1938,趣味,统计,意大利","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00669,纪录与统计,趣味统计,趣味统计659,both,4,1938年世界杯冷门赛果?,1938冷门,1938年法国主办，该届存在冷门场次见官方统计。,冠军意大利。,fact,"1938,冷门,赛果,法国","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00670,纪录与统计,趣味统计,趣味统计660,both,4,1950年世界杯趣味数据?,1950趣味,1950年88球、13队，存在趣味统计如最快进球等。,乌拉圭夺冠。,fact,"1950,趣味,统计,乌拉圭","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00671,纪录与统计,趣味统计,趣味统计661,both,4,1950年世界杯冷门赛果?,1950冷门,1950年巴西主办，该届存在冷门场次见官方统计。,冠军乌拉圭。,fact,"1950,冷门,赛果,巴西","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00672,纪录与统计,趣味统计,趣味统计662,both,4,1954年世界杯趣味数据?,1954趣味,1954年140球、16队，存在趣味统计如最快进球等。,西德夺冠。,fact,"1954,趣味,统计,西德","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00673,纪录与统计,趣味统计,趣味统计663,both,4,1954年世界杯冷门赛果?,1954冷门,1954年瑞士主办，该届存在冷门场次见官方统计。,冠军西德。,fact,"1954,冷门,赛果,瑞士","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00674,纪录与统计,趣味统计,趣味统计664,both,4,1958年世界杯趣味数据?,1958趣味,1958年126球、16队，存在趣味统计如最快进球等。,巴西夺冠。,fact,"1958,趣味,统计,巴西","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00675,纪录与统计,趣味统计,趣味统计665,both,4,1958年世界杯冷门赛果?,1958冷门,1958年瑞典主办，该届存在冷门场次见官方统计。,冠军巴西。,fact,"1958,冷门,赛果,瑞典","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00676,纪录与统计,趣味统计,趣味统计666,both,4,1962年世界杯趣味数据?,1962趣味,1962年89球、16队，存在趣味统计如最快进球等。,巴西夺冠。,fact,"1962,趣味,统计,巴西","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00677,纪录与统计,趣味统计,趣味统计667,both,4,1962年世界杯冷门赛果?,1962冷门,1962年智利主办，该届存在冷门场次见官方统计。,冠军巴西。,fact,"1962,冷门,赛果,智利","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00678,纪录与统计,趣味统计,趣味统计668,both,4,1966年世界杯趣味数据?,1966趣味,1966年89球、16队，存在趣味统计如最快进球等。,英格兰夺冠。,fact,"1966,趣味,统计,英格兰","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00679,纪录与统计,趣味统计,趣味统计669,both,4,1966年世界杯冷门赛果?,1966冷门,1966年英格兰主办，该届存在冷门场次见官方统计。,冠军英格兰。,fact,"1966,冷门,赛果,英格兰","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00680,纪录与统计,趣味统计,趣味统计670,both,4,1970年世界杯趣味数据?,1970趣味,1970年95球、16队，存在趣味统计如最快进球等。,巴西夺冠。,fact,"1970,趣味,统计,巴西","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00681,纪录与统计,趣味统计,趣味统计671,both,4,1970年世界杯冷门赛果?,1970冷门,1970年墨西哥主办，该届存在冷门场次见官方统计。,冠军巴西。,fact,"1970,冷门,赛果,墨西哥","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00682,纪录与统计,趣味统计,趣味统计672,both,4,1974年世界杯趣味数据?,1974趣味,1974年97球、16队，存在趣味统计如最快进球等。,西德夺冠。,fact,"1974,趣味,统计,西德","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00683,纪录与统计,趣味统计,趣味统计673,both,4,1974年世界杯冷门赛果?,1974冷门,1974年西德主办，该届存在冷门场次见官方统计。,冠军西德。,fact,"1974,冷门,赛果,西德","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00684,纪录与统计,趣味统计,趣味统计674,both,4,1978年世界杯趣味数据?,1978趣味,1978年102球、16队，存在趣味统计如最快进球等。,阿根廷夺冠。,fact,"1978,趣味,统计,阿根廷","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00685,纪录与统计,趣味统计,趣味统计675,both,4,1978年世界杯冷门赛果?,1978冷门,1978年阿根廷主办，该届存在冷门场次见官方统计。,冠军阿根廷。,fact,"1978,冷门,赛果,阿根廷","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
WC-RECD-00686,纪录与统计,趣味统计,趣味统计676,both,4,1982年世界杯趣味数据?,1982趣味,1982年146球、24队，存在趣味统计如最快进球等。,意大利夺冠。,fact,"1982,趣味,统计,意大利","纪录,趣味统计,统计",,,入门,,,全球,zh-CN,stat,verified,,FIFA World Cup official records; documented match statistics,,2026-06-05
